Original_Entry_ID,pXC50,Gene_Symbol,SMILES
CHEMBL1077085,4.09,EGFR,C=1C(=CC=C(C1O)C2C(=C(N=C(NN3C(S/C(/C3=O)=C/C=4SC=CC4)=S)N2)C)C(NC5=CC=CC(=C5)N(=O)=O)=O)O
CHEMBL135142,8.76,EGFR,C=1(C=2C(=CC=C(NC(/C=C/C(F)(F)F)=O)C2)N=CN1)NC=3C=C(Br)C=CC3
CHEMBL597304,5.27,EGFR,C1(=CC=2OC(=CC(C2C(O)=C1)=O)C=3C=CC=CC3)OCC(NCCCCCCCC)=O
CHEMBL179123,6.55,EGFR,C1=2C(=C(C#N)C=NC1=CC(=C(C2)NC(/C=C/CN(C)C)=O)OCC)NC3=CC(Cl)=C(C=C3)OCC4CCCCC4
71659371,6.07058,EGFR,ClC=1C=C(NC(=O)C=2C(N(=O)=O)=CC(OCC)=C(NC(=O)/C=C/CN(C)C)C2)C=CC1OCC=3N=CC=CC3
CHEMBL57690,4.0,EGFR,C1(=NC(C2=CN=CC=C2)=CC=N1)NC=3C=CC=CC3
44410648,7.37675,EGFR,ClC=1C(OCC2=CC(F)=CC=C2)=CC=C(NC3=NC=NC=C3C#CC=4NN=CC4)C1
CHEMBL205284,7.38,EGFR,C=1C=CC(=CC1F)COC=2C=CC(NC3=NC=NC=C3C#CC4=NNC=C4)=CC2Cl
CHEMBL3263374,5.2,EGFR,C=1C=CC=C(C1)C=2CC(N(N2)C3=NC(=CS3)O)C4=CC=5C(C=C4)=CC=CC5
CHEMBL382654,5.0,EGFR,C=1C=CC=2C(=O)[C@H]3[C@@H]([C@@](O)(C4=CC=CC=C4)C[C@@H]3C5=CC=CC(=C5)Cl)C(NC2C1)=O
CHEMBL247024,6.4,EGFR,C=1(C=C2C(=C(C=NC2=CC1)C#N)N[C@@H]3C[C@H]3C4=CC=CC=C4)C5=CC=C(C=C5)CN6CCOCC6
72735050,6.63451,EGFR,ClC=1C=C(NC2=NC=NC3=CC(O[C@H]4CCOC4)=C(NC(=O)NCC#C)C=C32)C=CC1F
CHEMBL1985095,5.7,EGFR,S1C(C=2C3=NNC=C3C=C(C=4C5=NC(=NC=C5N(C4)CC(=O)N)N)C2)=CC=6C1=CC=CC6
CHEMBL2000568,5.7,EGFR,O=C(C1=CC(C=2C=C3C(=NC2)NC=C3)=CC=C1)C
49799765,5.09098,EGFR,O(CCN1C(=NC=C1N(=O)=O)C)C(=O)/C=C/C2=CC=C(C=C2)C
CHEMBL520839,4.7,EGFR,C=1(C(=C(C=C(C1)/C=C(/C(N)=O)\C#N)CSC2=CC=C(C=C2)C)O)OCC
CHEMBL1172603,4.81,EGFR,C1C(C2=CC(=C(C=C2)C)C)=NN(C(C)=O)C1C3=CC=C(C=C3)F
CHEMBL345294,7.96,EGFR,C=1(C=2SC=CC2N=CN1)NC=3C=C(Br)C=CC3
CHEMBL1095445,4.57,EGFR,C1(=NC(NC=2C=C(C=CC2)C(F)(F)F)=C3C=C(NC3=N1)CC=4C=CC(=CC4Cl)Cl)N
CHEMBL496388,6.0,EGFR,C(NC1=CC(=C2C(C(NC3=CC=C(C(=C3)Cl)F)=C(C=N2)C#N)=C1)Cl)C4=CNN=N4
11303620,5.22185,EGFR,BrC1=CC=2CNC3=C(NCC4=CC=CC=C4)N=CN=C3OC2C=C1
44564170,8.82102,EGFR,BrC1=CC(NC2=NC=NC=3C2=CC(=NC3)CC(=O)/C=C/C(OCC)=O)=CC=C1
CHEMBL110065,4.48,EGFR,C1=2C(=C(C#N)C=NC1=CC(=C(C2)OCC)OC)NC3=CC(Br)=CC=C3
CHEMBL66570,7.89,EGFR,C/1(\C=2C(=NC=NC2NC=3C=C(Cl)C(=CC3)F)NC1=O)=C/C=4NC(C(N5CCN(CC5)CC)=O)=CC4C
CHEMBL110577,5.2,EGFR,C1=2C(=C(C#N)C=NC1=CC(=C(C2)OC)OC)NC3=CC(O)=CC=C3
CHEMBL1934624,8.05,EGFR,C1(NC=2C(C#CC3=CC=C(C=C3)CN4CCCC4)=C(C)N=CN2)=CC=C(C(=C1)Cl)OCC=5C=CC=C(C5)F
CHEMBL511765,6.07,EGFR,COC1=CC(C)=C(NC(=O)CN(C)C)C=C1NC2=NC(NC3=CC=CC(F)=C3C(N)=O)=C4C=CN=C4N2
CHEMBL2048792,5.64,EGFR,N1C(CC=2C=CC(=CC12)OC=3C(=CC(=CC3)NC4=C5C(=NC=N4)C=CN5CCO)Cl)=O
11526238,8.22185,EGFR,ClC1=C(F)C(NC2=NC=NC3=C2C=C(CN(C4(CN(C4)CCOC)C(=O)N)C)C(OC)=C3)=CC=C1
CHEMBL244948,5.12,EGFR,C=1C(O)=C(C=2OC(C=CC2C1)=O)O
CHEMBL473437,8.4,EGFR,N1=CN=C2C(=C1NC=3C=C(Cl)C(=CC3)OCC=4C=C(C=CC4)F)SC(=C2)C=5NC(=CC5)CN(C)C
CHEMBL589259,4.5,EGFR,C1=C(C=CC(=C1)C(=O)NC(C)(C)C)N(CCCl)CCCl
CHEMBL308048,3.1,EGFR,C1=C(C=CC(=C1)/C=C(\C#N)/C(N)=O)O
CHEMBL514942,6.62,EGFR,C1(=C(OC)C=C2C(=C1)C(NC=3C=CC(=CC3C)C4=NC5=C(S4)C=CC=C5)=NC=N2)OC
CHEMBL1989834,4.7,EGFR,OC1=NNC2=C1C(C3=CC=CC=C3)=CC=C2
CHEMBL408105,5.43,EGFR,N1=CC2=C(NC=3C(=CC=CC3)N)N=CN=C2C=C1OC
CHEMBL1909352,6.12,EGFR,CC1=CC(O)=CC(C)=C1/C=C/C2=CN=CC(=C2)C=3N=NNN3
CHEMBL1241946,5.55,EGFR,N=1C=NC=2N(C(C)C)N=C(C=3C=C(C=CC3)C(C)=O)C2C1N
CHEMBL1830269,5.8,EGFR,C=1C=C(/C=C/C(=N/NC(N)=S)/C=2C=CC=CC2)C=CC1N(=O)=O
CHEMBL3237934,5.13,EGFR,C1(=CC(=C(C=C1)NC2=NC=C(C(=N2)OC=3C=C(C=CC3)NC(CCN4CCN(CC4)C)=O)Cl)OC)N5CCN(CC5)C
CHEMBL179766,7.47,EGFR,C1=2C(=C(C#N)C=NC1=CC(=C(C2)NC(/C=C/CN(C)C)=O)OCC)NC3=CC(Cl)=C(NCC4=C5C(C=CC=C5)=CC=C4)C=C3
CHEMBL1641995,5.66,EGFR,C1(=CC=C2C(=CN=C(C2=C1)NC3=CC(=CC=C3)Br)C#N)NC(=O)[C@@H]4CCC(N4)=O
CHEMBL1988153,5.7,EGFR,S1C2=C(C(OC3=CC=C(C(F)(F)F)C=C3)=CN=C2)C=C1C=4OC(=NN4)C
CHEMBL93966,8.7,EGFR,C=1(C2=C(C=C(C=C2)N)N=CN1)NC=3C=C(F)C=CC3
CHEMBL485556,5.7,EGFR,C1CCC(CC1)C(N(C2=CC=C3N(C(=NC3=C2)NC(C=4C=CC(=CC4)C#N)=O)CCC(=O)N)C)=O
CHEMBL1973893,5.7,EGFR,S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC
CHEMBL1093100,4.98,EGFR,N1=C(N=C2NC=3C=CC=C(C3C2=C1N)SC4=CC=C(C=C4)C)N
CHEMBL1946843,4.59,EGFR,C=1(N=C(NC2=CC=C(C=C2)F)N=C(N/N=C/C3=C(C(=C(C(=C3)Br)O)Br)O)N1)N(C)C
CHEMBL2031306,8.84,EGFR,C(C=C)(=O)NC=1C=C2C(=C(C=NC2=CC1OCC)C#N)NC=3C=C(C(=CC3)F)Cl
CHEMBL382590,4.6,EGFR,C=1(C(=CC2=NC=NC(=C2C1)NC3=CC=C(C=C3)NC(C=4C=CC=CC4)=O)OC)OC
CHEMBL126456,5.32,EGFR,C1=2C(=NC=NC1=CC(=C(C2)OCC)OCC)NC=3C=C(C=4N=C(C)SC4)C=CC3
CHEMBL128027,5.05,EGFR,C1(=C2C(C=C(C(=C2)OCC)OCC)=NC(=N1)C)NC=3C=C(C=4N=C(C)SC4)C=CC3
CHEMBL91811,7.07,EGFR,C=1(C=2C(=CC=C(NC(C#CCN(C(C)C)C)=O)C2)N=CN1)NC=3C=C(Br)C=CC3
2322338,6.45002,EGFR,O=C1N=C2C(=NCC1=NNC=3C=CC=CC3)C=C(C=C2)C
CHEMBL1822063,5.33,EGFR,C1(=CC=C(C=C1)C=2CC(C=3C=CC(=CC3)C)N(N2)C=4SC=C(N4)C5=CC=C(C=C5)Cl)OC
CHEMBL519147,5.5,EGFR,C=1C=C(C=CC1NC2=NC(N)=NC=3NC(=CC23)CCC4=CC=CC=C4)Cl
CHEMBL2283256,4.86,EGFR,C1=CC=CC(=C1)/C=C/C(NC=2C=C(C=C(C2)Cl)Cl)=O
CHEMBL347282,7.33,EGFR,C=12SC=3C=CC(=CC3C1N=CN=C2NC=4C=C(C(F)(F)F)C=CC4)N
CHEMBL102346,4.6,EGFR,C1=2C(N3CCN(C(NC4=CC=C(OC5=CC=CC=C5)C=C4)=O)CC3)=NC=NC1=CC(=C(C2)OC)OC
CHEMBL27688,8.82,EGFR,C1=2C(=NC=NC1=CC(OCCCN3CCOCC3)=C(C2)NC(C=C)=O)NC4=CC(C)=CC=C4
CHEMBL491758,5.7,EGFR,C1=CC=C(C=C1)NC2=NC(=NC=C2F)NC3=CC=CC=C3
10172616,6.14267,EGFR,O(C=1C=C2C(N=CN=C2NC3=CC(=CC=C3)C=4N=COC4)=CC1OCC)CC
CHEMBL437197,5.87,EGFR,C1(=C(OC)C=C2N=CN=C(C2=C1)NC=3C=C(C=CC3)C#CCCCO)OC
CHEMBL326044,5.19,EGFR,C(=C/C=1C=C(CSCCCC(O)=O)C(=C(C1)OC)O)(\C(=O)N)/C#N
CHEMBL1929305,5.82,EGFR,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)N
73355585,7.9431,EGFR,ClC1=CC(NC2=NC=NC3=C2C=C(C=4OC(CN5CCN(CC5)C(=O)C)=CC4)C=C3)=CC=C1OCC6=CC(F)=CC=C6
CHEMBL543661,5.52,EGFR,C1=2C(=NC=NC1=CC(=C(C2)OC)OC)NC=3C=C(C=C(C3)OC)OC
71524867,5.6517,EGFR,S=C(N1N=C(CC1C=2C=3C(C=CC2)=CC=CC3)C=4C=CC=CC4)N
CHEMBL247196,7.36,EGFR,C1(=C(OC)C=C2N=CC(C#N)=C(C2=C1)N[C@@H]3C[C@H]3C4=CC=C(C=C4)Cl)OC
CHEMBL594661,5.35,EGFR,C1(OCCCN2CCN(CC2)C)=C(C=C3C(=C1)C(NC=4C=CC(C=5SC6=C(C=CC=C6)N5)=CC4F)=NC=N3)OC
CHEMBL1972840,5.7,EGFR,S1C(C2=CC(OCC(N)CC=3C=4C(NC3)=CC=CC4)=CN=C2)=CC5=C1C=CN=C5
CHEMBL1356199,8.05,EGFR,ClC1=CC(NC2=NC=NC=3C2=CC(C=4N=C(SC4)CNCC=S(O)(O)=C)=CC3)=CC=C1OCC5=CC(F)=CC=C5
CHEMBL447230,6.82,EGFR,C1=2C(N(C=3C=C(Br)C=CC3)C)=NC=NC1=CC(=C(C2)OC)OC
57402711,5.27165,EGFR,ClC1=CC=C(C2N(N=C(C2)C=3C=CC(OC)=CC3)C=4SC=C(O)N4)C=C1
CHEMBL188522,6.47,EGFR,C1=2C(=NC=NN1C=CC2C)NC=3C=C(O)C(=CC3)C
CHEMBL170438,4.88,EGFR,C1=2N(C=C(C1=C(N)N=CN2)C3=CC=CC=C3)C(CC=4C=CC(=CC4)O)CO
CHEMBL435831,4.42,EGFR,C1(=C(C2=CC=CC=C2N1)CC(NCC=3C=CC=CC3)=O)SSC4=C(C=5C=CC=CC5N4)CC(NCC6=CC=CC=C6)=O
CHEMBL1821868,5.41,EGFR,C1(=C(C=C(C=C1)C=2CC(C=3C=CC(=CC3)N(=O)=O)N(N2)C=4SC=C(N4)C5=CC=CC=C5)C)C
5328308,8.13018,EGFR,BrC=1C=C(NC2=NC=NC=3C2=CN=C(NCCCCN(C)C)C3)C=CC1
CHEMBL169065,5.83,EGFR,N1=CN=C2N(C=C(C=3C=CC=C(OC)C3)C2=C1N)C4CCN(CC4)CC(OC)=O
CHEMBL2218929,4.6,EGFR,C12=CC=C(C=C1/C(/C(N2)=O)=C\C3=CC=CN3)C4=CC=CN=C4
CHEMBL3221557,5.12,EGFR,C(NC=1C(=CC(=CC1)NC2=NC=NC3=CC(=C(C=C23)OC)OC)C)(=O)OCCCC
71680903,7.00436,EGFR,ClC=1C(OC2=CC(NC(=O)C=C)=CC=C2)=NC(NC3=C(OC)C=C(N4CCN(CC4)CC(OCCCOC5=NON(=O)=C5S(=O)(=O)C6=CC=CC=C6)=O)C=C3)=NC1
CHEMBL1928293,7.73,EGFR,C(C1=CC2=CC=CC=C2N1)(=O)C3=CC4=C(S3)N=CN=C4NC5=CC=CC(=C5)C#C
44442759,7.4437,EGFR,FC=1C([C@H]2[C@H](NC=3C=4C(N=CC3C#N)=CC(OC)=C(OC)C4)C2)=CC=CC1
CHEMBL451964,5.7,EGFR,C=1C(=NN2C(=NN=C2C1)C=3C=CC(=CC3)C(F)(F)F)NC4CC4
CHEMBL143212,5.77,EGFR,C(=C/C=1C=C(CSC=2C=3C(=CC=CC3)C=CC2)C(=C(C1)OC)O)(\C(=O)N)/C#N
CHEMBL177053,7.36,EGFR,C=12C(=NC=NC1C=C3N=CSC3=C2)NC4=CC(Br)=CC=C4
CHEMBL592247,5.23,EGFR,C=1(C(O)=C(CN(C(NC=2C=CC=CC2)=S)CC3=CC=C(C=C3)O)C=C(C1)C)C
CHEMBL206483,4.82,EGFR,C1=NC2=C(C(=N1)NCC=3C=C4OCOC4=CC3)C=NN2C=5C=C(C=CC5)C
9873657,7.74473,EGFR,ClC=1C=C(NC2=NC=NC3=C2C=C(C=4OC(CNCCS(=O)(=O)C(C)C)=CC4)C=C3)C=CC1OCC5=CC(F)=CC=C5
CHEMBL48760,4.73,EGFR,C/1(\C(NC2=C1C=CC=C2)=O)=C/C3=CC=C(C=C3)C(C)C
71524914,5.52143,EGFR,S=C(N1N=C(CC1C2=CC=3C(C=C2)=CC=CC3)C=4C=CC=CC4)N
CHEMBL598798,7.54,EGFR,C=1(C=C2C(=NC=NC2=CC1OC)NC3=CC(=C(C=C3)F)C#C)OCCCCCCC(=NO)O
CHEMBL1969843,5.7,EGFR,O1CCC(CN2N=NC(C=3C=C4C(NN=C4)=CC3)=C2)CC1
CHEMBL203645,8.77,EGFR,C=1(N=CC2=NC=NC(=C2C1)NC=3C=CC(=C(C3)Cl)F)NC(C#CCCC)=O
CHEMBL2437292,5.24,EGFR,N1(C(=CSC1=N)C2=CC=C(C=C2)Cl)CC(N3CCN(CC3)C4=CC=CC=C4)=O
CHEMBL1914663,7.35,EGFR,C1=NC(=C2C=C(C3=CC=C(C=C3)O)NC2=N1)NCC4=CC=CC=C4F
CHEMBL2047029,6.05,EGFR,C=1(OCCCCCCC(O)=NO)C=C(C(=O)NC2=CC(=CC=C2)C#C)C(O)=CC1
CHEMBL3092297,6.16,EGFR,N1(CCC(CC1)F)C(=O)NC2=CC3=C(N=CN=C3C=C2O[C@@H]4COCC4)NC=5C=C(C(=CC5)F)Cl
CHEMBL1984586,5.7,EGFR,O1C2=NC=NC(N)=C2C(C3=CC=C(NC(=O)NC=4C(=CC=CC4)C)C=C3)=C1
CHEMBL401443,7.17,EGFR,C=1N2C(C(=NC=N2)NC=3C=C4C(=CC3)N(N=C4)CC5=CC(=CC=C5)F)=C(C1)CN6CCC(CC6)O
CHEMBL2333445,6.12,EGFR,O=S1(=O)C2=C(C3=CC(=CC=C3N1C)C4=CC=C(C=C4)CC)NN=C2
CHEMBL499345,5.37,EGFR,C=1C=CC(=CC1NC=2C3=C(NC(=C3)CC4=C(C=CC=C4)Cl)N=C(N)N2)Br
CHEMBL481491,5.7,EGFR,C=1C=2N=CN(C2C=CC1)C=3SC(C(N)=O)=C(OCC4=CC=CC=C4C(F)(F)F)C3
CHEMBL1998193,5.7,EGFR,O=C(NC1=CN=CC=C1)NCCCCCCNC(=O)NC2=CN=CC=C2
CHEMBL2087353,7.26,EGFR,C12=C(OCCOCCO1)C=C3C(=C2)C(=NC=N3)NC=4C=C(C=CC4)Br
CHEMBL31570,9.01,EGFR,N1=C2C(=NC=NC2=CC(=C1NC(C=C)=O)OCCOC)NC=3C=C(Cl)C(=CC3)F
CHEMBL1233881,5.64,EGFR,C1CCC1N2N=C(C=3C2=NC=NC3N)C4=CC(=C(C=C4)OC)OC
76325768,5.82391,EGFR,FC=1C(NC2=NC=NC3=C2C=C(NC(=O)C=C)C=C3)=CC=CC1C
CHEMBL39337,9.36,EGFR,N1=CNC(=C2C1=CC=3C(=C2)C=NN3)NC=4C=C(C=CC4)Br
CHEMBL1229592,8.67,EGFR,C1CN(C)CCN1C2=CC(OC)=C(C=C2)NC3=NC(=C(C=N3)Cl)OC4=CC(=CC=C4)NC(C=C)=O
44564331,9.04001,EGFR,FC(F)(F)C1=CC(NC2=NC=NC=3C2C(NC(=O)C=C)=CC3)=CC=C1
CHEMBL515664,7.51,EGFR,C1=CC(NC2=NC=NC(=C2/C=N/N3[C@H](CCC3)COC)N)=CC=4C=NN(C41)CC5=CC=CC(F)=C5
CHEMBL456758,7.59,EGFR,C1=CC(NC2=NC=NC(=C2/C=N/N3[C@@H](CCC3)COC)N)=CC=4C=NN(C41)CC5=CC=CC(F)=C5
CHEMBL452716,5.98,EGFR,N1=CN=C(C2=C1C=C(C#C[C@@H]3C[C@H](CN3)OC(=O)N4CCOCC4)S2)NC=5C=CC=6C(C5)=CC=CC6OC=7N=CC=CC7
CHEMBL1976090,5.7,EGFR,S1C2=C(N=CN=C2N)C=3C1=NC=NC3N
CHEMBL355891,6.08,EGFR,C=12N(C=C(C1C(N)=NC=N2)C3=CC(OC)=CC=C3)C4CN(CC(=O)OC)CC4
CHEMBL310740,8.7,EGFR,S1C(=CC2=C1C(NC3=CC=4C=CNC4C=C3)=CC=N2)C5=CC=C(C=C5)CNCCO
CHEMBL162981,8.77,EGFR,C=1(C=2C(=CN=C(C2)NCCCN3C=NC=C3)N=CN1)NC4=CC(Br)=CC=C4
CHEMBL296168,8.96,EGFR,C=12C(=NC=NC1C=CC(=N2)NC(C=C)=O)NC3=CC(Br)=CC=C3
CHEMBL2001239,6.6,EGFR,ClC1=CC=C(C=2C(O)=C(C=C(NC3=NC(=NC=N3)N)C2)CNC(=O)C(F)(F)F)C=C1
CHEMBL421087,5.6,EGFR,C1=2C(C(=O)NC1=O)=C3C=CC=CC3=C4C2C5=C(C=CC=C5)N4
CHEMBL57300,5.15,EGFR,C=1(C=CC=2C(C1O)=CCC2C(C#N)C#N)O
CHEMBL205676,6.0,EGFR,N1=CN=C2C(NCC3=C(C=CC(=C3)Cl)O2)=C1NC=4C=CC(=C(C4)Cl)F
CHEMBL2147321,3.78,EGFR,N1(C(C(C(C=2C=CC=CC12)=O)C(=O)NNC(=O)C(C)C)=O)C
CHEMBL3133911,4.27,EGFR,O=S(=O)(C1=CC=C(NC2=NC=NC=3C2=CC(=CC3)NC(C=C)=O)C=C1)NC(N)=N
CHEMBL361322,5.3,EGFR,N=1C=NC2=NN3C(=C2C1NC4=CC=C5C(=C4)N=C(N5)CC6=CC=CC=C6)C=CC=C3
11581908,5.30016,EGFR,N1C2=C(N=C1CC3=CC=CC=C3)C=CC(NC4=NC=NC5=NN6C(=C45)C=CC=C6)=C2
CHEMBL1241491,6.24,EGFR,N1=CN=C2N(N=C(C=3C=CC4=C(C=CO4)C3)C2=C1N)C5CCCC5
CHEMBL371449,5.41,EGFR,N1C(C(=C(C2=C(NC3=C2C=CC=C3)C4=CC=CC=C4)C1=O)C5=CC(OC)=C(OC)C(=C5)OC)=O
CHEMBL72393,7.34,EGFR,C1=2C(=NC3=C1CCCC3)N=CNC2NC4=CC(Br)=CC=C4
CHEMBL13629,5.0,EGFR,C1(=C(NC(=C1C)/C=C/2\C(NC=3C2=CC(=CC3)Br)=O)C)C(=O)NCCN(CC)CC
CHEMBL74432,6.4,EGFR,C=1C=C(/C=C/N(=O)=O)C=CC1OS(C=2C=CC(=CC2)C(NC)=O)(=O)=O
CHEMBL326445,4.77,EGFR,C=1(C=2C(=CC(=C(C2)OC)OC)N=CC1C#N)NC3=CC(Cl)=CC=C3O
CHEMBL2064382,5.85,EGFR,C=1C2=C(N(C(O2)=O)CCCN3CCOCC3)C=C4C(=NC=NC14)NC=5C=CC(=CC5)OCC
CHEMBL1828875,4.75,EGFR,C(CC=1C=CC(=CC1)Br)(=O)NS(C=2C=CC=CC2)(=O)=O
CHEMBL2205766,5.0,EGFR,N1=CC(=CC(=C1)C2=CC=3N(C=C2)N=C(N3)N)S(NC(C)(C)C)(=O)=O
CHEMBL32844,8.77,EGFR,C1=2C(=NC=NC1=CC(OCCCN3CCN(CC3)C)=C(C2)NC(C=C)=O)NC4=CC(Br)=CC=C4
CHEMBL208594,7.96,EGFR,C=1(C=CC=2C(C1)=C(N=CN2)NC=3C=C(C=CC3)C)NC
72737404,7.49485,EGFR,ClC=1C=C(NC2=NC=NC3=CC(O[C@H]4CCOC4)=C(NC(=O)NCCCN(CC)CC)C=C32)C=CC1F
CHEMBL1242199,6.12,EGFR,N1=CN=C2N(N=C(C3=CC(=CC(=C3)O)F)C2=C1N)C4CCCC4
CHEMBL1821896,5.06,EGFR,C1(=CC=C(C=C1)C=2CC(C=3C=CC(=CC3)N(=O)=O)N(N2)C=4SC=C(N4)C5=CC=CC=C5)OC
11605761,7.22185,EGFR,ClC=1C(OCC2=CC(F)=CC=C2)=CC=C(NC3=NC=NC=C3C#CC=4C=C(CNC(=O)C)C=CC4)C1
CHEMBL293250,4.39,EGFR,C1(=C(C=2C=C(O)C=CC2N1C)C(NC3=CC=CC=C3)=O)SSC4=C(C5=CC(O)=CC=C5N4C)C(NC=6C=CC=CC6)=O
CHEMBL1353226,6.45,EGFR,O=C1NC2=C(N=CC1=NNC=3C=CC=CC3)C=C(C=C2)C
CHEMBL138125,6.62,EGFR,C=1(C2=C(C=CC(NNN=CC=3N=CC=CC3)=C2)N=CN1)NC4=CC(Br)=CC=C4
CHEMBL503638,6.28,EGFR,N=1C(N)=C2C(=NC1)N(N=C2C3=CC4=C(C=C3)N=C(N4)CC5=CC=CC=C5OC)[C@H]6CC[C@H](N7CCN(CC7)C(OCC)=O)CC6
25218690,6.284,EGFR,O(C(=O)N1CCN(C2CCC(N3N=C(C=4C3=NC=NC4N)C5=CC=6NC(=NC6C=C5)CC=7C(OC)=CC=CC7)CC2)CC1)CC
CHEMBL583403,7.64,EGFR,N=1C2N=C(NC(OC[C@@H]3COCCN3)=O)C(CC)=C2C(=NC1)NC4=CC5=C(N(N=C5)CC6=CC(=CC=C6)F)C=C4
CHEMBL46786,3.61,EGFR,C1(=NC=2C=C(O)C(=CC2S1)O)C3=CC(O)=C(C=C3)O
CHEMBL77782,8.3,EGFR,C=12SC(C3=CC=C(C=C3)CCN(C)C)=CC1N=CN=C2NC4=CC=5C=CNC5C=C4
CHEMBL213173,5.34,EGFR,N1=CN=C2C(=C1OC3=C(C(=CC=C3)Cl)F)NCC=4C=C(C(OC)=CC4O2)OC
CHEMBL570918,6.3,EGFR,C1(=CC=C2N=CN=C(C2=C1)NC3=CC=CC(=C3)Cl)/N=N/N(C(OCCCl)=O)C
CHEMBL132169,5.44,EGFR,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(C(C7=CC=C(C=C7)OC)=O)C)C=CC=C6)=C8C(=C4C9=C3C=CC=C9)CNC8=O)C
CHEMBL1242117,5.0,EGFR,N=1C=NC=2N(N=C(C=3C=C4C(=CC3)OC=CC4=O)C2C1N)C
CHEMBL197538,5.9,EGFR,C1OCCN(CCNC=2N=CC3=C(C(=C(C=N3)C#N)NC4=CC=C(C(=C4)Cl)F)C2)C1
CHEMBL596754,8.7,EGFR,C1(=C(C=C2C(=C1)C(=NC=N2)NC=3C=CC(=C(Cl)C3)F)OC)SCCCCCCC(=NO)O
9844683,5.49485,EGFR,O(C=1C=C2C(NC=3C=C(NC(=O)C4=CC=CC=C4)C(=CC3)C)=NC=NC2=CC1OC)C
CHEMBL521887,6.15,EGFR,C=1C=C2C=CN=CC2=CC1C=3C(C)=CC=C(NC(C=4C=CC(=CC4)CN5CCN(CC5)C)=O)C3
CHEMBL2004355,5.7,EGFR,S(=O)(=O)(N)C1=CC=C(CNC(=O)C2=NC(OCC)=C(C(N)=C2)C#N)C=C1
CHEMBL512076,7.6,EGFR,CCNC(=O)O[C@H]1CN[C@@H](C1)C#CC2=CC=3N=CN=C(NC=4C=CC(OCC5=CC=CC(F)=C5)=C(Cl)C4)C3S2
CHEMBL466614,6.9,EGFR,C1[C@@H](OC(=O)NCC)C[C@@H](C#CC2=CC3=C(S2)C(=NC=N3)NC=4C=C(C(=CC4)OCC5=CC(=CC=C5)F)Cl)N1
CHEMBL461869,7.3,EGFR,C1[C@H](C[C@H](C#CC2=CC3=C(S2)C(=NC=N3)NC=4C=C(C(=CC4)OCC5=CC(=CC=C5)F)Cl)N1)OC(=O)NCC
CHEMBL466174,7.49,EGFR,C1[C@@H](C[C@H](C#CC2=CC3=C(S2)C(=NC=N3)NC=4C=C(C(=CC4)OCC5=CC(=CC=C5)F)Cl)N1)OC(=O)NCC
CHEMBL1241490,6.02,EGFR,N1=CN=C2N(C(C)C)N=C(C3=CC4=C(C=C3)OC=C4)C2=C1N
CHEMBL3133754,5.63,EGFR,C1=2C(=NC=NC1=CC(=C(C2)OCCCN3CCOCC3)OC)NC4=CC(NC(NC5=CC=CC(=C5)C)=O)=CC=C4
CHEMBL1994526,5.7,EGFR,O=C(NC=1C=CN=CC1)C2CCC(CC2)C(N)C
CHEMBL559147,4.6,EGFR,O=C([C@H]1CC[C@@H](CC1)[C@@H](C)N)NC=2C=CN=CC2
CHEMBL1242845,4.0,EGFR,N=1C(=C2C(C3=CC=C(F)C(O)=C3)=NN(C2=NC1)CC4=NN(N=C4C)C5=CC=CC=C5)N
CHEMBL1929304,4.42,EGFR,C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)N(=O)=O
CHEMBL1830257,4.65,EGFR,C=1C(=C(/C=C/C(=N/NC(N)=S)/C2=CC=CC=C2)C=CC1)F
CHEMBL77100,5.32,EGFR,C=1C=C(/C=C/N(=O)=O)C=CC1OS(C=2C=CC(=CC2)C(NCCCC)=O)(=O)=O
CHEMBL1972142,5.7,EGFR,O=C(NCC1=CC=CC=C1)C=2C=C(C3=CC4=C(N=C3)NC=C4)C=CC2
CHEMBL2426288,4.64,EGFR,C1(=CN=C(N=C1C=2C=NN3C2C=CC=C3)NC4=C(C=CC(=C4)NC(/C=C/CN(C)C)=O)OC)Cl
CHEMBL2333990,4.84,EGFR,O(C)C=1C=C2C(=NC=NC2=CC1OC)NC3=CC=CC=C3C4=CC=CC=C4
CHEMBL147112,4.72,EGFR,C/1(\C(NC2=C1C=CC(C=3C(OC)=CC=CC3)=C2)=O)=C\C=4NC=C(C4C)CCC(O)=O
CHEMBL56319,5.82,EGFR,C(\C(NC(C(=O)OCC)CC=1C=CC=CC1)=O)(=C/C2=CC(O)=C(C=C2)O)/C#N
CHEMBL52765,7.4,EGFR,C=1(C=C2C(=NC=NC2=CC1)NC=3C=C(C=CC3)Br)N
CHEMBL52765,9.11,EGFR,C=1(C=C2C(=NC=NC2=CC1)NC=3C=C(C=CC3)Br)N
45483689,7.42022,EGFR,O(CC1CCCNC1)C(=O)NC2=NC3N=CN=C(NC4=CC5=C(N(N=C5)CC6=CC=CC=C6)C=C4)C3=C2CC
